id,date,cost,bedrooms,bathrooms,square,square_lot,floors,view,condition,grade,square_above,square_basement,lat,long
5540800130,20150318T000000,447500,2,1,1180,5100,1.5,0,3,7,1180,0,47.6947,-122.346
4345000050,20140630T000000,245000,3,2.75,1300,14197,1,0,3,7,860,440,47.3652,-122.183
0871001611,20140701T000000,616000,4,1.75,1700,5846,1,0,3,8,1700,0,47.6539,-122.408
1822360080,20141211T000000,565000,4,2.75,2730,6856,2,0,3,8,2730,0,47.7739,-122.164
0326069026,20150121T000000,900000,4,3,3810,217800,2,0,3,9,3810,0,47.7696,-122.021
2877103070,20150223T000000,775000,4,2.5,2040,5000,1.5,0,5,7,1180,860,47.6786,-122.36
4348800080,20140711T000000,641200,3,1,1060,9123,1,0,3,7,1060,0,47.6218,-122.193
1324300091,20140528T000000,370000,3,1,800,2296,1,0,4,6,800,0,47.6546,-122.356
7349800780,20140805T000000,175000,2,1.75,1050,9800,1.5,0,4,6,1050,0,47.7595,-121.473
9828701650,20141125T000000,399000,2,1,700,3400,1,0,3,6,700,0,47.6212,-122.296
2824600290,20150403T000000,605000,3,1.75,2100,5058,1,2,3,7,1340,760,47.5743,-122.378
4060000440,20150204T000000,241000,3,1,880,6050,1,0,3,6,880,0,47.4995,-122.248
4364200250,20141201T000000,400375,4,1.75,1690,7680,1,0,5,6,890,800,47.5296,-122.375
7818700480,20150409T000000,314200,1,1,610,6000,1,0,4,5,610,0,47.6911,-122.367
8944320470,20140623T000000,345950,3,2.5,2110,4118,2,0,3,8,2110,0,47.3878,-122.153
3790600080,20150408T000000,434975,3,2.25,1590,9960,1,0,3,7,1060,530,47.7742,-122.287
4139380050,20140616T000000,963000,4,3.5,3280,6603,2,0,3,10,3280,0,47.5642,-122.126
1250200605,20150325T000000,350000,3,1,1190,3600,1.5,0,3,6,1190,0,47.5985,-122.298
7331900290,20140731T000000,230000,4,1.5,1520,8800,1,0,4,7,1520,0,47.3136,-122.208
1860600840,20140815T000000,925000,3,3,2560,3600,2,0,3,10,2110,450,47.633,-122.37
4206901155,20140924T000000,575000,3,2,2168,4000,1.5,0,3,8,2168,0,47.6561,-122.325
1896700080,20150105T000000,855000,4,3,3090,35074,2,0,3,9,3090,0,47.6359,-122.159
7128300630,20150330T000000,677000,4,2,2180,6000,1.5,0,3,8,2060,120,47.5958,-122.306
9238500190,20141202T000000,440000,4,2.25,2600,28600,1,0,3,8,1810,790,47.7757,-122.139
0853600020,20140710T000000,840000,4,3.5,3840,85728,2,0,3,11,3840,0,47.615,-121.954
5215200010,20140626T000000,663000,3,2.5,2480,37843,1.5,3,4,8,2480,0,47.4003,-122.422
9406600050,20140512T000000,410000,3,2.25,2200,16921,2,0,3,8,2200,0,47.3727,-122.051
1483300430,20141125T000000,554000,2,1,820,3700,1,0,5,7,820,0,47.588,-122.251
9547201850,20140723T000000,420000,2,1.75,1060,4182,2,0,3,7,1060,0,47.6787,-122.308
8802400896,20141023T000000,204995,2,1,970,8185,1,0,5,6,970,0,47.4025,-122.201
2473400290,20150126T000000,285000,4,2.5,1870,8190,1,0,3,7,1100,770,47.4521,-122.161
8663310050,20141006T000000,510000,4,2.5,2440,10423,1,0,3,7,2440,0,47.725,-122.172
5379800500,20140930T000000,255000,3,1.5,910,25500,1,0,3,5,910,0,47.4565,-122.276
5249800010,20141203T000000,2.725e+006,4,4.25,6410,43838,2.5,2,4,12,5610,800,47.5703,-122.28
3723800415,20141015T000000,425000,2,2,1440,6677,1,0,3,7,870,570,47.5513,-122.264
7282300095,20140709T000000,295000,2,1,800,6500,1,0,4,6,800,0,47.7621,-122.358
2953000250,20140731T000000,275000,3,1.5,1900,9737,1,0,4,7,1200,700,47.4125,-122.207
0259600050,20150223T000000,458500,3,1.75,1250,9605,1,0,3,7,1250,0,47.6325,-122.121
5591700290,20140515T000000,316500,4,2.5,2150,6807,2,0,4,8,2150,0,47.4053,-122.189
9523103000,20141020T000000,780000,3,1.75,2430,4524,1.5,0,4,7,1830,600,47.674,-122.35
2926049408,20141009T000000,400000,3,2,3000,17800,1,0,3,8,1500,1500,47.7058,-122.315
3820350050,20141024T000000,330000,4,2.5,1820,3905,2,0,3,7,1820,0,47.7346,-121.985
8663370020,20140806T000000,435000,3,2,1610,6911,1,0,3,7,1260,350,47.7188,-122.177
1088030010,20141005T000000,464625,4,2.75,2040,8996,1,0,4,8,1260,780,47.666,-122.185
2316400285,20150513T000000,495000,4,3.5,2490,18042,2,0,3,8,2490,0,47.4161,-122.441
9551201660,20140613T000000,1.03e+006,4,2.5,2750,4800,2,0,3,9,1960,790,47.6709,-122.337
8854100130,20140911T000000,600000,5,3.5,3150,10542,1,0,5,9,1620,1530,47.7469,-122.217
6641800020,20150109T000000,700000,4,2.5,3270,9650,1,3,4,9,2320,950,47.409,-122.333
3298700840,20140821T000000,263500,2,1,750,4515,1,0,3,6,750,0,47.5198,-122.351
6381502155,20150116T000000,300000,3,1,1490,7200,1,0,3,7,1490,0,47.7276,-122.307
3279050130,20140910T000000,419000,3,2.5,3310,21096,2,2,3,9,3310,0,47.3049,-122.386
5680000545,20141203T000000,330000,4,2,1750,5202,1,1,4,6,1070,680,47.5677,-122.317
0952001735,20141004T000000,750000,4,1.75,2100,6613,2,0,3,8,2100,0,47.567,-122.385
6815100095,20141223T000000,510000,2,1,1310,4000,1,0,3,6,1310,0,47.6854,-122.329
8024200010,20141028T000000,312000,2,1,1460,6000,1,0,2,7,1260,200,47.7009,-122.317
0507100020,20150309T000000,270000,3,1,1480,7374,1,0,3,6,760,720,47.7775,-122.336
2202500080,20140630T000000,248000,3,1,950,9400,1,0,4,7,950,0,47.5746,-122.136
6821102340,20150504T000000,415000,3,1.5,1360,1795,2,0,3,7,1360,0,47.6471,-122.397
3275850020,20150413T000000,781000,4,2.5,2590,8571,2,0,3,9,2590,0,47.691,-122.105
6911700066,20140604T000000,175000,2,1,670,2378,1,0,3,5,670,0,47.5769,-122.372
8651730290,20140805T000000,445000,4,3.25,1960,7200,2,0,3,7,1960,0,47.7291,-122.218
9822700190,20140808T000000,1.28e+006,9,4.5,3650,5000,2,0,3,8,2530,1120,47.6604,-122.289
2473480780,20150311T000000,320000,3,2.25,1880,7350,1,0,3,8,1390,490,47.4457,-122.123
7971300050,20140710T000000,657500,3,2,2320,10960,1,0,3,7,1510,810,47.6157,-122.174
3303910010,20150220T000000,540000,3,2.5,1950,13227,2,0,4,9,1950,0,47.7217,-122.256
9206700190,20150306T000000,713900,3,2.5,3370,167706,1,0,3,10,3370,0,47.4379,-122.022
6204050080,20140528T000000,555000,3,2.5,3160,4270,2,0,3,8,2650,510,47.7453,-122.194
9485940290,20150512T000000,464950,4,2.25,2350,36116,1,0,4,9,2350,0,47.3533,-122.082
3376600010,20141201T000000,555000,4,1.75,2260,11000,1,0,3,8,1620,640,47.6224,-122.109
1796360470,20140617T000000,247200,3,1.75,1370,8719,1,0,3,7,1370,0,47.3664,-122.087
0291300280,20150218T000000,310000,2,2.5,1090,923,2,0,3,7,1090,0,47.5347,-122.071
1559900080,20141121T000000,289200,3,2.25,1760,7023,2,0,3,7,1760,0,47.7468,-121.98
0326049024,20150410T000000,603000,4,2.25,2370,11310,1,0,3,8,1550,820,47.7684,-122.289
8165501640,20140819T000000,309950,2,2.25,1460,1607,2,0,3,8,1460,0,47.5395,-122.369
1377800010,20141119T000000,517500,3,1,1190,7000,1,0,3,7,1190,0,47.6453,-122.403
1829300130,20140717T000000,795000,4,2.5,3160,16564,2,0,3,10,3160,0,47.6365,-122.04
1112700170,20150227T000000,425000,2,1,1300,11080,1,0,4,7,1300,0,47.7281,-122.233
2005950050,20140527T000000,260000,3,2,1630,8018,1,0,3,7,1630,0,47.2638,-122.243
6751300130,20140813T000000,510500,3,1,1270,8000,1,0,4,7,1270,0,47.5874,-122.136
0203900460,20140728T000000,407450,3,2,1810,10860,1,0,3,7,1810,0,47.6393,-121.967
0236400130,20150123T000000,239975,3,2.5,1820,7242,1,0,3,7,1220,600,47.4318,-122.292
2473000130,20140626T000000,300000,3,2.25,1780,10395,1,0,3,8,1780,0,47.4539,-122.15
5561200980,20141003T000000,390000,4,2.25,2680,35218,2,0,3,8,2680,0,47.4613,-121.997
1924079091,20150113T000000,460000,4,2,1960,190357,1,3,2,8,1960,0,47.5538,-121.958
3810000020,20150318T000000,352000,4,1.5,1440,8680,1.5,0,3,7,1440,0,47.502,-122.228
4359700080,20140721T000000,560000,3,2,1840,14985,1,0,3,7,1840,0,47.6916,-122.158
9136102057,20140905T000000,650000,4,2.5,2160,3139,1,0,3,7,1080,1080,47.6662,-122.338
9284801435,20141203T000000,471000,4,1.75,1760,5750,1,2,5,7,1070,690,47.5521,-122.373
1623800440,20150417T000000,499922,3,2,1460,3000,1,0,4,7,940,520,47.682,-122.365
3935900005,20150501T000000,1.039e+006,4,2.25,2740,11343,1,2,5,10,1980,760,47.7117,-122.278
9185700440,20140728T000000,2.4e+006,4,3.5,5860,7200,2,0,5,10,3690,2170,47.6287,-122.287
7852180430,20150409T000000,450000,4,2.5,2070,3982,2,0,3,7,2070,0,47.531,-121.854
0425079099,20140507T000000,560000,3,3,4120,60392,2,2,3,9,3180,940,47.6804,-121.913
5014000225,20141222T000000,337500,2,1,1300,6731,1,0,3,7,1300,0,47.5697,-122.395
2877102846,20140625T000000,575000,3,2.25,1700,3333,1.5,0,3,7,1100,600,47.6784,-122.361
6190701483,20140514T000000,364000,4,1.75,2010,8625,1,0,4,7,1340,670,47.7496,-122.355
2421059090,20150511T000000,640000,4,2.5,4090,215186,2,0,4,8,3670,420,47.2964,-122.116
5445300050,20150408T000000,672000,3,2.25,1130,4445,1.5,0,4,8,1130,0,47.6845,-122.375
1898600050,20140722T000000,257500,4,1.5,1360,9323,1,0,4,7,1360,0,47.3168,-122.401
5416500680,20140630T000000,449000,4,2.5,2960,6031,2,0,3,9,2960,0,47.3596,-122.04
1437580480,20140918T000000,994000,5,3.25,4260,7861,2,0,3,10,4260,0,47.611,-121.992
2946000285,20150302T000000,200000,3,2,1170,10051,1,0,4,7,1170,0,47.4229,-122.324
5536100010,20150204T000000,1.05e+006,4,1,1330,9729,1,0,3,6,1330,0,47.6223,-122.208
3819800280,20140819T000000,400000,2,1,1180,10800,1,0,3,7,1180,0,47.7273,-122.236
4123840470,20150224T000000,408000,3,2.5,2620,8403,2,0,3,8,2620,0,47.3675,-122.042
2895600680,20140707T000000,335950,2,1.5,800,5192,1,0,5,7,800,0,47.5119,-122.386
2540820010,20150427T000000,750000,4,2.5,2930,8641,2,0,3,8,2930,0,47.7199,-122.246
1432400095,20141106T000000,175000,3,1,1280,7572,1,0,4,6,1280,0,47.4491,-122.176
0112900020,20140701T000000,300000,3,2.25,1660,5128,2,0,3,7,1660,0,47.7362,-121.967
9550200225,20140711T000000,625000,3,1.5,1230,3060,1,0,3,7,910,320,47.667,-122.333
7292700005,20141014T000000,485000,4,1.75,3220,7392,1,0,4,8,2010,1210,47.7719,-122.361
1681400010,20140519T000000,885000,4,2.75,2730,3560,1.5,0,3,8,1550,1180,47.6737,-122.304
1036000280,20150217T000000,675000,4,1.75,2440,7475,1,0,4,9,2040,400,47.6339,-122.096
3523069008,20150505T000000,890000,4,3.25,4360,210254,1,0,3,10,2320,2040,47.4375,-122.008
2253200010,20150507T000000,390000,5,2,2400,9537,1,0,5,7,1210,1190,47.5112,-122.186
9328500630,20150302T000000,545000,3,2.25,1670,6240,1,0,4,8,1240,430,47.6413,-122.113
7849201061,20150408T000000,319950,4,2.5,2020,7200,1.5,0,4,6,2020,0,47.5223,-121.818
6152900402,20140619T000000,410000,6,2.75,2520,9324,1,0,4,7,1320,1200,47.7636,-122.294
2524049056,20140714T000000,950000,3,3.25,3330,15093,2.5,0,3,9,3330,0,47.5395,-122.242
6600780130,20140502T000000,367500,4,3,3110,7231,2,0,3,8,3110,0,47.3279,-122.191
2214800630,20141105T000000,239950,3,2.25,1560,8280,2,0,4,7,1560,0,47.3393,-122.259
2807100095,20140908T000000,402000,4,1.75,1510,9176,1,0,5,7,1510,0,47.7651,-122.339
6141600179,20141112T000000,376000,3,2.25,1470,9140,2,2,3,7,1470,0,47.7162,-122.349
7785350010,20150402T000000,935000,3,2.5,3570,15151,1,0,4,8,2400,1170,47.7475,-122.364
5416500660,20150430T000000,426500,4,2.5,2960,4640,2,0,3,9,2960,0,47.3597,-122.04
0824059321,20140602T000000,1.96522e+006,4,3.5,4370,8510,2,1,3,10,3610,760,47.5876,-122.204
6843000080,20140709T000000,287000,5,1.5,1730,9230,1,0,3,7,1010,720,47.4646,-122.184
1657530010,20150224T000000,260000,3,2.5,1600,2244,2,0,3,7,1600,0,47.4899,-122.164
5608000840,20140724T000000,905000,4,2.5,3520,12193,2,0,4,10,3520,0,47.5535,-122.095
8648100130,20150429T000000,306500,3,2.5,1970,6291,2,0,4,7,1970,0,47.3627,-122.073
4340000080,20150327T000000,1.45e+006,4,3.5,2820,7809,2,0,3,10,2820,0,47.622,-122.195
1245001763,20150303T000000,670000,4,2.5,2110,7291,2,0,4,7,2110,0,47.6888,-122.201
5438000080,20141210T000000,264950,3,1.5,1400,10853,1,0,4,7,1400,0,47.4433,-122.194
5127000430,20141201T000000,320000,4,1.75,1730,9520,1,0,4,7,1730,0,47.4756,-122.157
9222400605,20141115T000000,842500,5,4,2980,4500,1.5,0,3,7,2070,910,47.6736,-122.323
1770000130,20141126T000000,435000,3,1.75,1750,16748,1,0,3,7,1330,420,47.7421,-122.089
9169600275,20140723T000000,280000,2,1,2280,37500,2,0,3,7,2280,0,47.525,-122.389
5015000190,20140625T000000,690500,5,2,2000,4211,1.5,2,4,7,1280,720,47.6283,-122.301
4174600185,20140622T000000,480000,2,2.25,1490,6770,1.5,0,3,8,1490,0,47.5577,-122.297
9834201470,20141218T000000,303000,2,1.5,1000,1075,2,0,3,7,840,160,47.5708,-122.288
8148600020,20140926T000000,170000,2,1,870,6537,1,0,3,6,870,0,47.4906,-122.306
2475900840,20150427T000000,258000,2,1,750,7000,1,0,3,6,750,0,47.5655,-121.89
1138000250,20140521T000000,350000,3,1.5,980,7790,1,0,5,7,980,0,47.7141,-122.213
1566100010,20150414T000000,470000,3,1,1460,8227,1,0,3,6,880,580,47.7009,-122.301
3905080280,20150304T000000,529000,3,2.5,1880,4499,2,0,3,8,1880,0,47.5664,-121.999
7955050170,20150410T000000,455000,3,2.25,1790,7500,1,0,3,7,1390,400,47.7321,-122.198
1310910290,20150507T000000,327500,4,2.25,2240,9600,2,0,3,8,2240,0,47.361,-122.281
1826049426,20150105T000000,445000,4,2.75,2320,12368,1,0,3,8,1670,650,47.7373,-122.35
4053200285,20140811T000000,725000,3,2.5,3410,41022,2,0,3,11,3410,0,47.3228,-122.08
7979900680,20150305T000000,354500,3,1,1150,11396,1.5,0,4,7,1150,0,47.7435,-122.296
8832900780,20150408T000000,647500,5,2,1760,21562,1,1,3,8,1560,200,47.7597,-122.263
3019300050,20140731T000000,445000,3,1.75,1120,4000,1,0,4,7,870,250,47.6684,-122.368
5710610430,20150313T000000,517500,3,1.75,1810,10625,1,0,3,8,1370,440,47.5322,-122.049
7312400080,20140714T000000,550000,3,1.75,1680,4800,1,0,4,7,1400,280,47.5535,-122.377
7524100280,20140612T000000,259000,4,1.5,1490,7560,2,0,3,7,1490,0,47.3684,-122.318
9183700470,20140527T000000,344950,4,2,2330,6250,1,0,4,7,1400,930,47.3782,-122.228
9477730080,20141210T000000,377000,3,1.75,1680,7389,1,0,3,8,1150,530,47.5199,-122.184
9264901680,20150323T000000,188000,3,1.75,1660,7350,1,0,2,8,1660,0,47.3118,-122.337
1425059193,20141009T000000,817500,5,3.5,3600,9312,2,3,3,10,2680,920,47.6582,-122.122
4139480190,20140916T000000,1.153e+006,3,3.25,3780,10623,1,1,3,11,2650,1130,47.5506,-122.101
0624110050,20140604T000000,760000,4,2.75,3370,12447,2,0,3,10,3370,0,47.7309,-122.058
9512500460,20140711T000000,525000,3,1.5,1560,9350,1,0,4,7,1220,340,47.6729,-122.148
2206500430,20140709T000000,525000,4,1.75,1710,10440,1,0,4,7,1710,0,47.5756,-122.158
1402200440,20150212T000000,410000,5,2.75,2910,16410,1.5,0,4,8,2910,0,47.44,-122.145
9262800255,20140819T000000,280000,2,1.75,1894,52769,1.5,0,4,6,1520,374,47.3088,-122.273
8691360380,20150414T000000,865000,4,2.5,3560,13981,2,0,3,10,3560,0,47.6002,-121.98
1370802115,20141205T000000,1.925e+006,3,4.5,3950,6134,2,3,3,11,2880,1070,47.6413,-122.405
0104510440,20140604T000000,219950,3,2.25,1500,7615,1,0,3,7,1150,350,47.3146,-122.351
9550204590,20140624T000000,941000,4,1.75,2320,3825,1.5,0,5,8,1820,500,47.6659,-122.327
1024039049,20140512T000000,1.015e+006,3,2.5,2920,34527,1,4,4,9,1800,1120,47.5799,-122.4
7760400420,20140718T000000,255000,3,2,1590,8670,1,0,3,7,1590,0,47.3725,-122.073
8651443190,20141204T000000,199500,3,1.75,1160,5200,1,0,4,7,1160,0,47.3643,-122.09
8661000089,20140716T000000,199950,3,2.75,2270,13590,1.5,0,4,6,1300,970,47.2099,-122.001
4365200630,20140716T000000,450000,2,2,1900,7740,1,0,4,7,1150,750,47.5227,-122.372
8563000470,20140723T000000,585000,4,2.5,1860,8117,1,0,4,8,1460,400,47.6228,-122.104
2141300420,20140626T000000,775000,3,2.75,2850,14800,1,0,4,9,1920,930,47.559,-122.146
9421500010,20150205T000000,442500,4,2.25,1970,7902,1,0,3,8,1310,660,47.7249,-122.298
1775801405,20141216T000000,557500,4,2.5,2390,38258,2,0,3,8,2390,0,47.7433,-122.094
8121200460,20141119T000000,530000,3,2.5,2030,10958,2,0,3,8,2030,0,47.7251,-122.11
0224069102,20140908T000000,615000,3,2,1860,42800,1,0,4,7,930,930,47.5898,-122.004
3668000670,20150327T000000,200000,3,2,1430,7905,1,0,4,7,1430,0,47.2757,-122.145
3432500980,20140708T000000,410000,4,2.25,2060,7283,1,0,3,8,1220,840,47.7435,-122.317
7558750190,20140724T000000,573000,4,2.25,2150,9520,2,0,4,8,2150,0,47.6885,-122.113
5113260430,20150304T000000,280000,3,2,1280,7633,1,0,3,7,1280,0,47.3883,-122.05
3275760190,20140624T000000,600000,4,1.75,1740,7700,1,0,5,7,1740,0,47.6259,-122.111
4318200440,20140522T000000,432000,3,2.25,1470,1578,2,0,3,8,1090,380,47.5388,-122.387
0321049090,20140626T000000,254000,5,2,2080,16117,1,0,5,7,1740,340,47.3424,-122.289
8562720420,20150430T000000,1.349e+006,4,3.5,4740,8611,2,3,3,11,3640,1100,47.5375,-122.07
1929300052,20141029T000000,740000,3,2.5,2200,3000,2,0,3,9,1530,670,47.6451,-122.35
8091410080,20140729T000000,267500,3,1.75,1650,7807,1,0,3,7,1650,0,47.3514,-122.167
2607720420,20150120T000000,445000,3,2.5,2250,9608,2,0,3,8,2250,0,47.4865,-121.802
0537000255,20150429T000000,302000,2,1.75,1170,8200,1,0,4,6,780,390,47.3263,-122.305
7796100080,20140520T000000,925000,4,2.25,2260,41984,1,0,4,9,2260,0,47.6622,-122.171
1854900430,20150422T000000,675000,4,2.5,2990,5400,2,0,3,8,2990,0,47.6122,-122.009
1433500050,20141202T000000,549950,4,2.5,2720,13500,1,0,3,8,1510,1210,47.6191,-122.145
0421000430,20150331T000000,225000,3,1,960,5512,1,0,4,6,960,0,47.4944,-122.165
0023500190,20141008T000000,515000,4,2.25,2470,7800,1,0,3,8,1470,1000,47.6913,-122.115
0126059242,20141119T000000,550000,3,1.75,1880,45738,1,0,4,8,1410,470,47.7662,-122.114
5706600170,20150311T000000,204900,3,2,1390,8245,1,0,2,7,1390,0,47.2669,-122.254
3323059027,20150225T000000,340000,3,2.75,1720,28000,1,0,4,7,1720,0,47.4375,-122.176
2697400020,20141031T000000,400000,3,2,1350,7216,1,0,3,7,1350,0,47.7616,-122.365
6662410020,20150319T000000,471000,3,1.75,1640,10123,1,0,3,8,1340,300,47.7698,-122.167
1795920440,20140621T000000,639500,4,2.25,2330,8994,2,0,3,8,2330,0,47.7264,-122.104
3306300630,20140924T000000,212000,3,1.75,1100,9750,1,0,4,6,1100,0,47.2955,-122.362
8651402910,20140806T000000,176000,2,1,770,5200,1,0,5,6,770,0,47.3627,-122.087
1774200190,20150428T000000,580000,3,2.75,2660,32757,1,0,4,8,2660,0,47.7649,-122.098
0305000170,20140610T000000,659000,3,2.5,2510,6320,2,0,3,9,2510,0,47.5868,-122.033
9558020380,20140820T000000,525000,4,2.5,2840,4750,2,0,3,9,2840,0,47.4511,-122.121
1245500950,20150504T000000,1.1e+006,4,2.5,2190,6300,1,3,3,7,1240,950,47.6918,-122.216
0475001235,20140808T000000,870000,5,4,3400,5000,2,0,3,8,2320,1080,47.6655,-122.363
2212500430,20140814T000000,323000,5,2.5,2500,13034,1,0,3,7,1300,1200,47.3343,-122.194
2619920010,20140703T000000,815000,4,2.5,3150,4203,2,0,3,9,3150,0,47.688,-122.164
8944750480,20150130T000000,359000,3,2.25,1990,4331,2,0,3,7,1990,0,47.4917,-122.167
8856960280,20150121T000000,350000,3,2.25,1860,8378,2,0,3,7,1860,0,47.3875,-122.032
2624089007,20150320T000000,1.998e+006,2,2.5,3900,920423,2,0,3,12,3900,0,47.5371,-121.756
0802000130,20141209T000000,490000,4,1.75,1870,9500,1,0,4,7,1090,780,47.7012,-122.187
2121000250,20140509T000000,303500,3,1.5,1060,10464,1,0,4,7,1060,0,47.7313,-122.229
2616800050,20141202T000000,520000,4,2.5,2490,34947,2,0,3,9,2150,340,47.4823,-122.031
9465910380,20141024T000000,540000,4,2.25,2850,7453,2,0,3,9,2850,0,47.7439,-122.174
5652600185,20140502T000000,750000,3,1.75,2240,10578,2,0,5,8,1550,690,47.6954,-122.292
8087800430,20150210T000000,602000,4,1.75,2430,14000,1,0,4,7,1580,850,47.6554,-122.134
5417600130,20141010T000000,244500,2,1,910,9000,1,0,3,5,910,0,47.526,-121.81
5700002125,20140610T000000,480000,4,1.75,2320,4322,1,0,3,7,1140,1180,47.5755,-122.289
7338200170,20150422T000000,600000,4,2.5,2710,35009,2,2,3,9,2710,0,47.4815,-121.714
0323049148,20141219T000000,319000,3,2,1640,9234,1,0,5,7,1060,580,47.5162,-122.274
0001200019,20140508T000000,647500,4,1.75,2060,26036,1,0,4,8,1160,900,47.4444,-122.351
7972601900,20140530T000000,299950,3,1,1210,9525,1,0,3,7,1210,0,47.5274,-122.345
5469700052,20141113T000000,275000,3,1.5,1510,16200,1,0,3,7,1510,0,47.3926,-122.167
3981200660,20140715T000000,432000,3,2,2190,13673,1,0,4,9,2190,0,47.3542,-122.098
0993000950,20140906T000000,320000,2,1.5,1110,1200,3,0,3,8,1110,0,47.6931,-122.342
9264940130,20141028T000000,350000,4,2.25,2390,13002,2,0,3,8,2390,0,47.3111,-122.35
7603100020,20140805T000000,969000,4,2,2450,5000,2,4,5,8,2200,250,47.5619,-122.405
8691330500,20141216T000000,780000,4,2.5,3090,12511,2,0,4,10,3090,0,47.5932,-121.983
1321710460,20141206T000000,319000,4,2.25,2390,7350,2,0,3,8,2390,0,47.2938,-122.348
5442300807,20140624T000000,2.7e+006,5,2.75,3831,13800,2,4,3,9,3831,0,47.5919,-122.251
3856900005,20140909T000000,535000,6,1.75,2460,6000,1,0,4,7,1230,1230,47.6721,-122.323
7588700177,20150420T000000,310000,1,0.75,520,2885,1,0,4,6,520,0,47.6886,-122.378
5316100980,20150326T000000,2.25e+006,3,3,4040,7200,1.5,2,4,9,3340,700,47.6288,-122.284
6083000050,20140613T000000,235000,3,1.75,1900,8540,1,0,3,6,950,950,47.4868,-122.303
9826701794,20141205T000000,390000,3,3,1550,1608,2,0,3,8,1280,270,47.6042,-122.303
0686100380,20141027T000000,472000,5,2,2030,9804,1,0,3,7,1110,920,47.6297,-122.114
4024101440,20140618T000000,375000,3,2.5,1950,6871,2,0,3,8,1950,0,47.7603,-122.307
7335400345,20140528T000000,135000,2,1,780,6685,1,0,4,5,780,0,47.305,-122.215
5703500130,20141217T000000,299500,3,1,1190,9600,1,0,3,7,1190,0,47.4805,-121.762
3997500130,20150224T000000,310000,2,1,770,8149,1,0,4,6,770,0,47.7439,-122.301
8635760480,20150127T000000,473975,3,2.5,2330,3610,2,0,3,8,2330,0,47.6022,-122.021
0304100010,20141209T000000,269500,4,2.25,1700,7056,2,0,3,7,1700,0,47.3385,-122.262
8964800225,20150303T000000,1.43e+006,3,2,1890,12017,1,2,3,8,1890,0,47.6203,-122.21
3226049466,20141219T000000,340000,2,1.75,1880,7208,1,0,3,7,940,940,47.6946,-122.328
8835900086,20140902T000000,350000,4,3,3380,16133,1,1,3,8,2330,1050,47.5501,-122.261
3361400190,20150226T000000,190000,3,1,1040,8910,1,0,3,6,1040,0,47.5024,-122.32
8857640420,20141001T000000,294000,4,2.25,2190,3746,2,0,3,8,2190,0,47.3896,-122.034
2618300190,20141224T000000,255000,3,1.5,1110,10296,1,0,5,7,1110,0,47.422,-122.153
1841500050,20141020T000000,334950,4,1.75,1700,40973,1,0,3,8,1700,0,47.3439,-122.198
4027700726,20140908T000000,470101,4,2.5,2320,7800,2,0,3,8,2320,0,47.7738,-122.266
1102000527,20140902T000000,1.4375e+006,4,3.75,4410,9231,3,3,3,11,4410,0,47.5427,-122.265
0993001330,20140505T000000,406100,3,2.25,1410,1332,3,0,3,8,1410,0,47.6916,-122.34
1124000050,20140729T000000,461000,4,1,1260,8505,1.5,0,5,7,1260,0,47.7181,-122.371
0525069099,20141022T000000,685000,3,2.5,2320,219978,2,0,4,8,2320,0,47.6847,-122.064
2822049148,20140918T000000,217000,3,1,1110,9827,1,0,3,7,1110,0,47.369,-122.311
0567000660,20141204T000000,425000,4,2,1490,5300,1,0,3,7,1110,380,47.5949,-122.296
2474400250,20140630T000000,327500,3,2.25,2310,7200,2,0,3,8,2310,0,47.4051,-122.193
6668900005,20150421T000000,266000,2,1,700,5559,1,0,5,6,700,0,47.7492,-122.311
7129301578,20140521T000000,495000,3,3.5,2380,6250,2,3,3,8,1670,710,47.5137,-122.252
3885803895,20150309T000000,763000,3,2,1360,8752,1,2,4,6,1360,0,47.6879,-122.208
2608300103,20150126T000000,225000,3,2.5,1020,2040,2,0,3,7,720,300,47.5294,-122.361
6150200005,20141023T000000,410500,3,1,1150,6800,1,0,3,7,1150,0,47.727,-122.339
5249801440,20150422T000000,570000,3,1,1660,7650,1.5,0,3,7,1350,310,47.5576,-122.277
0871001365,20150219T000000,655000,3,1.75,1800,5102,1,0,3,7,1170,630,47.6514,-122.407
3530200020,20150402T000000,790000,4,2.5,3020,36893,2,0,3,9,3020,0,47.768,-122.092
3579000010,20140814T000000,428040,3,2.5,2150,9266,2,0,3,8,2150,0,47.7445,-122.248
6392001950,20140908T000000,435000,3,2.5,1470,3000,1,0,3,7,930,540,47.6832,-122.286
1115100169,20141203T000000,315000,3,1.75,1900,7076,1,0,3,7,1130,770,47.7569,-122.326
8665200020,20140623T000000,389800,3,1.75,1880,12821,1,0,3,7,1880,0,47.7681,-122.305
1954440080,20150129T000000,532000,3,2.5,1830,8022,2,0,3,8,1830,0,47.6198,-122.044
2323069022,20150115T000000,390000,2,1,1800,119790,1,0,4,7,1200,600,47.4617,-122.012
0686450080,20140711T000000,800000,4,2.25,3220,8436,2,0,3,8,3220,0,47.6381,-122.116
1377300020,20150219T000000,650000,3,1.5,2120,8448,1,0,3,7,1060,1060,47.6438,-122.403
2419600005,20140709T000000,420000,3,1.75,1510,6360,1,0,4,7,1510,0,47.7321,-122.353
3123049142,20140805T000000,452000,3,2.25,2600,14810,1,2,4,8,1490,1110,47.4326,-122.341
8691310420,20150424T000000,635000,4,2.5,2500,10215,2,0,3,9,2500,0,47.5912,-121.986
